Action,Food_Item_ID,foodcode,modcode,foodname,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),_208 Energy (kcal),_221 Alcohol (g),_255 Water (g),_262 Caffeine (mg),_263 Theobromine (mg),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)",_301 Calcium (mg),_303 Iron (mg),_304 Magnesium (mg),_305 Phosphorus (mg),_306 Potassium (mg),_307 Sodium (mg),_309 Zinc (mg),_312 Copper (mg),_317 Selenium (mcg),_319 Retinol (mcg),"_320 Vitamin A, RAE (mcg_RAE)","_321 Carotene, beta (mcg)","_322 Carotene, alpha (mcg)",_323 Vitamin E (alpha-tocopherol)(mg),_328 Vitamin D (mcg),"_334 Cryptoxanthin, beta (mcg)",_337 Lycopene (mcg),_338 Lutein + zeaxanthin (mcg),_401 Vitamin C (mg),_404 Thiamin (mg),_405 Riboflavin (mg),_406 Niacin (mg),_415 Vitamin B-6 (mg),"_417 Folate, total (mcg)",_418 Vitamin B-12 (mcg),"_421 Choline, total (mg)",_430 Vitamin K (phylloquinone)(mcg),_431 Folic acid (mcg),"_432 Folate, food (mcg)","_435 Folate, DFE (mcg_DFE)","_573 Vitamin E, added (mg)","_578 Vitamin B-12, added (mcg)",_601 Cholesterol (mg),"_606 Fatty acids, total saturated (g)",_607 4:0 (g),_608 6:0 (g),_609 8:0 (g),_610 10:0 (g),_611 12:0 (g),_612 14:0 (g),_613 16:0 (g),_614 18:0 (g),_617 18:1 (g),_618 18:2 (g),_619 18:3 (g),_620 20:4 (g),_621 22:6 n-3 (g),_626 16:1 (g),_627 18:4 (g),_628 20:1 (g),_629 20:5 n-3 (g),_630 22:1 (g),_631 22:5 n-3 (g),"_645 Fatty acids, total monounsaturated (g)","_646 Fatty acids, total polyunsaturated (g)",Calc_SoFAS,Calc_Red_Org_Veg,Calc_Starchy_Veg,Calc_Meat_And_Beans,Calc_Meat_Poult_Egg,Calc_Seafood,Calc_Nuts_Seeds_Soy,Calc_Oils,Calc_Total_Fat_Prct,Calc_Sat_Fat_Prct,Calc_MonoUnsat_Fat_Prct,Calc_PolyUnsat_Fat_Prct,Calc_Linoleic_Acid_Prct,Calc_Alpha_Linoleic_Acid_Prct,Calc_Protein_Prct,Calc_Carb_Prct,Calc_Copper,Calc_Milk_Yogurt,Calc_Whole_Fruit,Calc_Alcohol,Calc_Added_Sugars,Calc_Solid_Fats,Calc_Omega3_DHA,Calc_Omega3_EPA,Calc_V_TOTAL,Calc_Protein_Foods,Calc_Protein_Nuts_Seeds_Soy,Calc_Added_Sugars_Grams
,3224,58132460,000000,"Spaghetti and meatballs, tomato sauce, spinach noodles, oil added",5.07,3.97,14.82,117,0,74.4398,0,0,2.64,2.3999,23,0.74,33,78,177,346,0.96,0.113,13.1999,0,17,199,0,1.28,0,0,5102,598,0.8,0.079,0.066,2.479,0.144,11,0.14,15.3,31.1,0,11,11,0,0,9,0.941,0.001,0,0.001,0.002,0.001,0.039,0.582,0.272,1.4078,0.877,0.129,0.006,0,0.062,0,0.02,0,0,0.001,1.514,1.016,7.8570,0.1600,0.0000,0.2900,0.2900,0.0000,0.0000,0.4400,30.5385,7.2385,11.6462,7.8154,6.7462,0.9923,17.3333,50.6667,113.0000,0.0000,0.0000,0.0000,0.0000,7.8570,0.0000,0.0000,0.1600,0.2900,0.0000,0.0000
,6576,58132460,207784,"Spaghetti and meatballs, tomato sauce, spinach noodles, no fat added",5.1398,2.62,15.02,106,0,75.4899,0,0,2.68,2.3999,23,0.75,33,79,180,351,0.97,0.114,13.4,0,17,201,0,1.1298,0,0,5174,607,0.8,0.08,0.067,2.5139,0.146,11,0.15,15.5,30,0,11,11,0,0,9,0.771,0.001,0,0.001,0.002,0.001,0.039,0.464,0.232,0.871,0.361,0.05,0.006,0,0.059,0,0.013,0,0,0.001,0.967,0.422,7.9380,0.1700,0.0000,0.3000,0.3000,0.0000,0.0000,0.1333,22.2453,6.5462,8.2104,3.5830,3.0651,0.4245,19.3955,56.6792,114.0000,0.0000,0.0000,0.0000,0.0000,7.9380,0.0000,0.0000,0.1700,0.3000,0.0000,0.0000
,3225,58132710,000000,"Spaghetti, tomato sauce, with hotdogs, oil added",4.95,7.04,16.2198,150,0,70.1598,0,0,2.41,1.5,16,1.04,16,52,173,349,0.61,0.088,14,3,16,154,0,1.1798,0.2,0,5011,78,0.8,0.134,0.096,2.6349,0.107,27,0.21,15,7.2999,19,8,40,0,0,9,2.1499,0.001,0,0.001,0.015,0.013,0.093,1.324,0.685,2.8399,1.203,0.185,0,0,0.227,0,0.011,0,0,0,3.0779,1.3878,27.8632,0.1600,0.0000,0.4800,0.4800,0.0000,0.0000,0.4333,42.2400,12.8994,18.4674,8.3268,7.2180,1.1100,13.2000,43.2528,88.0000,0.0000,0.0000,0.0000,0.0000,27.8632,0.0000,0.0000,0.1600,0.4800,0.0000,0.0000
,3226,58132713,000000,"Spaghetti and hotdogs, canned (Spaghetti-Os)",4.37,2.3799,12.6999,90,0,78.2,0,0,3.1699,1.6,60,0.91,14,43,191,287,0.52,0.136,8,4,13,110,0,0.74,0.4,1,7506,5,3.7999,0.078,0.069,1.157,0.073,40,0.19,12,1.6,34,6,64,0,0,9,0.992,0.004,0.002,0.001,0.009,0.008,0.057,0.59,0.321,0.87,0.336,0.061,0,0,0.09,0,0.006,0,0.026,0,0.992,0.397,17.4600,0.2900,0.0000,0.2300,0.2300,0.0000,0.0000,0.0000,23.7990,9.9200,9.9200,3.9700,3.3600,0.6100,19.4222,56.4440,136.0000,0.0000,0.0000,0.0000,2.8800,14.5800,0.0000,0.0000,0.2900,0.2300,0.0000,0.7200
,3227,58132810,000000,"Spaghetti, red clam sauce",8.9,8.1898,16.75,177,0,64.7998,0,0,0.91,1,24,1.49,19,115,235,157,0.48,0.089,24.6999,37,43,73,0,1.48,0,0,753,28,5.7999,0.14,0.085,1.0508,0.051,38,4.5899,31.1,6.7,30,7,59,0,0,12,1.165,0,0,0,0,0.005,0.006,0.911,0.189,4.8529,1.292,0.147,0.004,0.026,0.085,0,0.029,0.017,0,0.003,4.9889,1.495,0.0000,0.1100,0.0000,0.8299,0.0000,0.8299,0.0000,1.6311,41.6431,5.9237,25.3673,7.6017,6.5695,0.7475,20.1130,37.8531,89.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,17.0000,0.1100,0.8299,0.0000,0.0000
,3228,58132820,000000,"Spaghetti, white clam sauce",6.95,9.88,17.4698,188,0,64.2198,0,0,0.3,1,18,1.22,17,100,148,267,0.43,0.131,22.5,25,25,1,0,1.54,0,0,0,6,0.3,0.151,0.087,1.0188,0.036,40,3.68,22.3,7.2,35,5,64,0,0,8,1.393,0,0,0,0,0.005,0.005,1.1,0.219,6.0529,1.5368,0.172,0.003,0.017,0.102,0,0.034,0.011,0,0.002,6.2069,1.745,0.0000,0.0000,0.0000,0.5200,0.0000,0.5200,0.0000,2.0289,47.2979,6.6686,29.7139,8.3537,7.3570,0.8234,14.7872,37.1698,131.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.0000,11.0000,0.0000,0.5200,0.0000,0.0000
,3229,58132910,000000,"Spaghetti, tomato sauce, with chicken, oil added",6.12,3.2599,17.16,124,0,72.17,0,0,2.6,1.6,16,1.02,19,64,184,251,0.54,0.09,15.8,2,16,166,0,1.26,0,0,5398,85,0.9,0.116,0.104,3.1459,0.148,29,0.08,13.6999,7.5998,21,8,44,0,0,11,0.528,0.001,0,0.001,0.002,0.004,0.009,0.369,0.117,1.0048,1.026,0.137,0.01,0.001,0.028,0,0.014,0.001,0,0.001,1.06,1.1858,1.6000,0.1700,0.0000,0.3700,0.3700,0.0000,0.0000,0.4667,23.6606,3.8323,7.6935,8.6066,7.4468,0.9944,19.7419,55.3548,90.0000,0.0000,0.0000,0.0000,1.6000,0.0000,1.0000,1.0000,0.1700,0.3700,0.0000,0.4000
,6577,58132910,207677,"Spaghetti, tomato sauce, with chicken, no fat added",6.21,1.82,17.42,113,0,73.2399,0,0,2.64,1.6,17,1.03,19,65,187,255,0.55,0.091,16,2,16,169,0,1.1,0,0,5479,87,0.9,0.118,0.105,3.192,0.15,29,0.08,13.9,6.0998,21,8,44,0,0,11,0.341,0.001,0,0.001,0.002,0.004,0.009,0.241,0.072,0.43,0.482,0.054,0.011,0.001,0.025,0,0.006,0.001,0,0.001,0.474,0.56,1.6000,0.1800,0.0000,0.3800,0.3800,0.0000,0.0000,0.1422,14.4956,2.7159,3.7752,4.4602,3.8389,0.4301,21.9823,61.6637,91.0000,0.0000,0.0000,0.0000,1.6000,0.0000,1.0000,1.0000,0.1800,0.3800,0.0000,0.4000
,3230,58133110,000000,"Manicotti, cheese filled, no sauce",12.18,10.02,17.9698,213,0,57.84,0,0,0.55,0.6,206,1.4298,15,186,99,417,1.2,0.068,18.6,94,96,22,0,0.23,0.4,1,0,66,0,0.146,0.28,1.187,0.05,37,0.5,39.8999,0.8,23,14,52,0,0,76,5.5949,0.372,0.103,0.06,0.155,0.157,0.823,2.7069,0.991,2.569,0.611,0.092,0.023,0.007,0.287,0,0.018,0,0,0.001,3.007,0.745,66.2564,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,42.3380,23.6404,12.7056,3.1479,2.5817,0.3887,22.8732,33.7461,68.0000,0.0200,0.0000,0.0000,0.0000,66.2564,7.0000,0.0000,0.0000,0.2500,0.0000,0.0000
,3231,58133120,000000,"Manicotti, cheese filled, with tomato sauce, meatless",8.91,7.0598,14.48,158,0,67.59,0,0,1.85,0.9,150,1.32,15,138,162,431,0.9,0.081,13.1,66,73,80,0,0.54,0.3,2,3510,53,1.8998,0.109,0.214,1.08,0.063,28,0.35,30.5,2,16,12,39,0,0,53,3.926,0.261,0.072,0.042,0.109,0.11,0.577,1.901,0.696,1.806,0.446,0.065,0.016,0.005,0.201,0,0.013,0,0,0.001,2.113,0.541,46.4130,0.1100,0.0000,0.1700,0.1700,0.0000,0.0000,0.0000,40.2141,22.3633,12.0361,3.0816,2.5405,0.3703,22.5570,36.6582,81.0000,0.0100,0.0000,0.0000,0.0000,46.4130,5.0000,0.0000,0.1200,0.1700,0.0000,0.0000
,3232,58133130,000000,"Manicotti, cheese filled, with meat sauce",10.0299,7.69,13.52,164,0,66.87,0,0,1.73,0.8,141,1.3898,16,142,171,428,1.26,0.081,13.6,61,68,75,0,0.53,0.3,1,3275,49,1.8,0.105,0.211,1.35,0.082,27,0.5,33.2999,2,15,12,37,0,0,56,4.086,0.243,0.067,0.04,0.102,0.103,0.569,2.0099,0.782,2.1059,0.442,0.064,0.018,0.005,0.228,0,0.015,0,0,0.002,2.4609,0.538,47.6272,0.1000,0.0000,0.3700,0.3700,0.0000,0.0000,0.0000,42.2012,22.4232,13.5049,2.9524,2.4256,0.3512,24.4632,32.9756,81.0000,0.0100,0.0000,0.0000,0.0000,47.6272,5.0000,0.0000,0.1100,0.3700,0.0000,0.0000
,3233,58133140,000000,"Manicotti, vegetable  and cheese filled, with tomato sauce, meatless",7.53,5.5,14.6,138,0,70.5699,0,0,1.85,1.1,120,1.4298,20,114,182,391,0.76,0.088,12.1999,53,105,629,0,0.77,0.3,2,3511,1047,2.2,0.115,0.208,1.112,0.073,36,0.24,31,32.7,16,21,47,0,0,48,2.952,0.192,0.046,0.029,0.074,0.07,0.418,1.478,0.524,1.413,0.41,0.053,0.016,0.005,0.156,0,0.01,0,0,0.001,1.647,0.492,34.9920,0.1100,0.0000,0.1700,0.1700,0.0000,0.0000,0.0000,35.8696,19.2522,10.7413,3.2087,2.6739,0.3457,21.8261,42.3188,88.0000,0.0100,0.0000,0.0000,0.0000,34.9920,5.0000,0.0000,0.1700,0.1700,0.0000,0.0000
,3234,58134110,000000,"Stuffed shells, cheese filled, no sauce",11.4,9.1198,20.0598,211,0,57.5399,0,0,0.56,0.7,175,1.57,15,170,99,409,1.11,0.068,19.1999,88,89,19,0,0.24,0.5,1,0,75,0,0.164,0.283,1.3389,0.052,40,0.45,43.3999,0.7,26,15,58,0,0,79,4.9569,0.317,0.086,0.055,0.134,0.131,0.713,2.439,0.886,2.3799,0.637,0.085,0.027,0.008,0.26,0,0.015,0,0,0.001,2.77,0.768,59.3730,0.0000,0.0000,0.2800,0.2800,0.0000,0.0000,0.0000,38.8996,21.1432,11.8152,3.2758,2.7171,0.3626,21.6114,38.0281,68.0000,0.0200,0.0000,0.0000,0.0000,59.3730,8.0000,0.0000,0.0000,0.2800,0.0000,0.0000
,3235,58134120,000000,"Stuffed shells, cheese filled, with tomato sauce, meatless",8.0198,6.1398,15.44,150,0,68.56,0,0,1.96,0.9,122,1.3798,15,122,166,423,0.8,0.081,12.8,59,66,83,0,0.57,0.3,2,3808,57,2.1,0.117,0.208,1.163,0.065,30,0.3,31.6999,2.1,17,12,42,0,0,52,3.314,0.211,0.057,0.036,0.09,0.088,0.475,1.633,0.593,1.595,0.445,0.057,0.018,0.005,0.174,0,0.01,0,0,0.001,1.855,0.534,39.6074,0.1200,0.0000,0.1900,0.1900,0.0000,0.0000,0.0000,36.8388,19.8840,11.1300,3.2040,2.6700,0.3420,21.3861,41.1733,81.0000,0.0100,0.0000,0.0000,0.0000,39.6074,5.0000,0.0000,0.1400,0.1900,0.0000,0.0000
,3236,58134130,000000,"Stuffed shells, cheese filled, with meat sauce",9.3698,6.8898,15.2799,161,0,66.84,0,0,1.98,1,116,1.6598,17,131,205,289,1.24,0.126,13.6,54,62,89,0,0.71,0.3,1,5499,47,2.7999,0.112,0.209,1.572,0.092,28,0.46,36.5,2.2,16,12,39,0,0,55,3.532,0.196,0.053,0.034,0.083,0.082,0.475,1.7708,0.693,1.936,0.444,0.058,0.02,0.005,0.204,0,0.013,0,0,0.002,2.25,0.534,41.3910,0.2200,0.0000,0.4100,0.4100,0.0000,0.0000,0.0000,38.5144,19.7441,12.5776,2.9851,2.4820,0.3242,23.2790,37.9625,126.0000,0.0100,0.0000,0.0000,0.0000,41.3910,5.0000,0.0000,0.2300,0.4100,0.0000,0.0000
,3237,58134160,000000,"Stuffed shells, cheese  and spinach  filled, no sauce",10.46,6.82,20.8998,189,0,59.77,0,0,0.35,1.1,167,2.23,28,157,162,410,1.09,0.099,17.8998,67,163,1153,0,0.6,0.4,1,0,2131,1.7,0.186,0.298,1.468,0.09,66,0.41,46.1,90.0999,27,38,85,0,0,74,3.6589,0.233,0.073,0.036,0.1,0.109,0.509,1.7969,0.666,1.7568,0.462,0.078,0.028,0.009,0.182,0,0.015,0,0,0.001,2.0379,0.589,41.2282,0.0000,0.0000,0.3000,0.3000,0.0000,0.0000,0.0000,32.4762,17.4233,9.7043,2.8048,2.2000,0.3714,22.1376,44.2324,99.0000,0.0000,0.0000,0.0000,0.0000,41.2282,9.0000,0.0000,0.1200,0.3000,0.0000,0.0000
,3238,58134210,000000,"Stuffed shells, with chicken, with tomato sauce",10.88,2.6299,16.0598,133,0,69.1299,0,0,2.0699,1.1,22,1.6598,19,102,236,211,0.68,0.132,17,22,30,91,0,0.84,0.2,1,6429,59,3.3999,0.132,0.204,2.998,0.18,30,0.13,43.1,2.1,18,12,42,0,0,63,0.69,0.003,0.001,0.001,0.007,0.003,0.016,0.478,0.171,0.787,0.491,0.022,0.038,0.007,0.06,0,0.007,0.001,0,0.003,0.908,0.602,6.6420,0.2500,0.0000,1.1300,1.1300,0.0000,0.0000,0.0000,17.7963,4.6692,6.1444,4.0737,3.3226,0.1489,32.7218,48.3002,132.0000,0.0100,0.0000,0.0000,0.0000,6.6420,7.0000,1.0000,0.2700,1.1300,0.0000,0.0000
,3239,58134310,000000,"Stuffed shells, with fish and/or shellfish, with tomato sauce",8.75,1.85,15.94,116,0,71.95,0,0,2.0499,1.1,42,1.8798,21,104,218,333,0.93,0.216,23.5,21,29,86,0,0.99,0.4,1,6060,52,3.7,0.121,0.163,2.5899,0.108,33,0.69,46.3999,1.8998,18,15,45,0,0,69,0.508,0.003,0.001,0.001,0.003,0.002,0.014,0.339,0.135,0.554,0.352,0.017,0.028,0.052,0.027,0.001,0.004,0.036,0,0.006,0.588,0.5,6.6420,0.2400,0.0000,1.1400,0.1900,0.9500,0.0000,0.0000,14.3534,3.9414,4.5621,3.8793,2.7310,0.1319,30.1724,54.9655,216.0000,0.0100,0.0000,0.0000,0.0000,6.6420,52.0000,36.0000,0.2600,1.1400,0.0000,0.0000
,3240,58134610,000000,"Tortellini, meat filled, with tomato sauce",6.71,4.9199,15.6198,134,0,70.54,0,0,1.4298,1,44,1.21,19,93,128,618,0.78,0.095,17.8,31,37,65,0,0.64,0.2,1,2651,39,1.5,0.208,0.146,1.9018,0.095,51,0.22,34.2999,3.2999,43,8,81,0,0,39,1.4478,0.041,0.015,0.002,0.016,0.023,0.091,0.837,0.389,1.7828,0.926,0.072,0.012,0.001,0.082,0,0.012,0,0,0,1.8938,1.0168,16.6860,0.0800,0.0000,0.4800,0.4800,0.0000,0.0000,0.1911,33.0441,9.7240,12.7196,6.8293,6.2194,0.4836,20.0299,46.6263,95.0000,0.0000,0.0000,0.0000,0.0000,16.6860,1.0000,0.0000,0.0900,0.4800,0.0000,0.0000
,3241,58134613,000000,"Tortellini, meat filled, with tomato sauce, canned",3.58,1.8898,15.25,91,0,77.9,0,0,1.96,1,27,1.09,15,65,137,315,0.51,0.089,12.1,5,17,140,0,0.36,0.1,0,1435,62,10.8,0.149,0.084,1.3088,0.077,43,0.1,17,1.3998,34,10,67,0,0,16,0.62,0.02,0.008,0.002,0.009,0.013,0.052,0.37,0.132,0.55,0.323,0.02,0.002,0,0.044,0,0.004,0,0,0,0.607,0.349,8.8022,0.2000,0.0000,0.1200,0.1200,0.0000,0.0000,0.0000,18.6903,6.1319,6.0033,3.4516,3.1945,0.1978,15.7363,67.0330,89.0000,0.0000,0.0000,0.0000,2.0800,6.7222,0.0000,0.0000,0.2000,0.1200,0.0000,0.5200
,3242,58134620,000000,"Tortellini, cheese filled, meatless, with tomato sauce",6.1798,3.6499,22.76,149,0,65.6598,0,0,2.96,1.6,72,0.82,16,90,160,279,0.51,0.067,10.4,14,30,187,0,1.1899,0,0,5928,101,0.9,0.094,0.124,2.551,0.095,27,0.06,8.5,7,18,10,40,0,0,18,1.552,0.108,0.036,0.022,0.053,0.065,0.245,0.718,0.237,0.917,0.353,0.072,0.002,0.001,0.056,0,0.004,0,0,0,1.022,0.427,18.1220,0.1900,0.0000,0.0600,0.0600,0.0000,0.0000,0.1533,22.0464,9.3745,6.1732,2.5792,2.1322,0.4349,16.5901,61.1007,67.0000,0.0000,0.0000,0.0000,1.7600,16.3620,1.0000,0.0000,0.1900,0.0600,0.0000,0.4400
,3243,58134623,000000,"Tortellini, cheese filled, meatless, with tomato sauce, canned",3.52,1.48,15.84,91,0,78,0,0,1.72,0.7,29,0.68,12,56,38,301,0.45,0.068,16.1999,6,7,15,0,0.16,0.1,0,443,22,0.5,0.149,0.075,1.141,0.043,33,0.08,16,0.4,28,5,52,0,0,19,0.561,0.023,0.008,0.005,0.012,0.014,0.056,0.334,0.096,0.4,0.289,0.02,0.008,0,0.025,0,0.003,0,0,0,0.436,0.318,9.9940,0.0200,0.0000,0.0700,0.0700,0.0000,0.0000,0.0000,14.6374,5.5484,4.3121,3.1451,2.8582,0.1978,15.4725,69.6264,68.0000,0.0000,0.0000,0.0000,4.0000,5.9940,0.0000,0.0000,0.0200,0.0700,0.0000,1.0000
,3244,58134630,000000,"Tortellini, cheese filled, meatless, with vegetables and vinaigrette dressing (Stouffer's Cheese Tortellini Vinaigrette )",7.23,15.1,14.51,223,0,61.5399,0,0,1.21,1.7,143,0.83,18,128,130,263,0.78,0.07,12.3,26,96,724,195,2.0699,0.1,26,0,275,18.8998,0.139,0.144,0.922,0.096,52,0.25,14.6999,32.2999,22,30,68,0,0,12,3.71,0.164,0.051,0.021,0.067,0.081,0.356,2.216,0.601,3.926,6.0678,0.201,0,0,0.097,0,0.028,0,0.016,0,4.123,6.2728,25.3522,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,2.4178,60.9417,14.9731,16.6399,25.3162,24.4889,0.8112,12.9686,26.0269,70.0000,0.0000,0.0000,0.0000,0.0000,25.3522,0.0000,0.0000,0.2200,0.0000,0.0000,0.0000
,3245,58134640,000000,"Tortellini, cheese filled, meatless, with vinaigrette dressing",7.15,10.8,17.4698,197,0,62.4799,0,0,0.59,0.6,81,1.31,10,102,73,633,0.68,0.049,15.5,58,59,12,1,0.68,0.4,2,0,76,0.2,0.142,0.202,1.1438,0.044,36,0.17,44.1,10.6999,22,13,52,0,0,76,3.9529,0.173,0.031,0.034,0.069,0.052,0.426,2.3229,0.718,2.992,2.7549,0.19,0.028,0.008,0.203,0,0.007,0,0,0.001,3.27,2.987,36.0450,0.0000,0.0000,0.2200,0.2200,0.0000,0.0000,1.1578,49.3401,18.0589,14.9391,13.6462,12.5858,0.8680,14.5178,35.4717,49.0000,0.0000,0.0000,0.0000,0.0000,36.0450,8.0000,0.0000,0.0200,0.2200,0.0000,0.0000
,3246,58134650,000000,"Tortellini, meat filled, no sauce",12.52,7.48,17.3298,191,0,60.9699,0,0,0.25,0.6,79,1.6498,14,151,125,415,1.1598,0.075,22,65,66,16,0,0.5,0.6,2,0,119,0,0.23,0.293,2.435,0.136,39,0.5,80.7,2.2,24,16,56,0,0,113,2.677,0.082,0.03,0.004,0.033,0.046,0.186,1.528,0.7,2.6579,1.058,0.074,0.056,0.013,0.154,0,0.025,0,0,0.002,2.8769,1.223,28.1880,0.0000,0.0000,1.1900,1.1900,0.0000,0.0000,0.1622,35.2461,12.6141,13.5561,5.7628,4.9853,0.3487,26.2199,36.2928,75.0000,0.0000,0.0000,0.0000,0.0000,28.1880,13.0000,0.0000,0.0000,1.1900,0.0000,0.0000
,3247,58134660,000000,"Tortellini, cheese filled, with cream sauce",6.4599,7.4,15.5398,156,0,68.59,0,0,1.59,0.5,96,1.07,11,105,101,577,0.63,0.041,12.6,75,76,16,1,0.24,0.6,1,0,57,0.4,0.126,0.206,0.97,0.045,29,0.21,36.8999,0.6,17,11,41,0,0,59,3.1,0.146,0.034,0.031,0.065,0.054,0.364,1.657,0.652,2.427,1.1258,0.078,0.021,0.006,0.156,0,0.005,0,0,0,2.6379,1.236,51.6772,0.0000,0.0000,0.1600,0.1600,0.0000,0.0000,0.0000,42.6923,17.8846,15.2187,7.1308,6.4950,0.4500,16.5638,39.8456,41.0000,0.1000,0.0000,0.0000,0.0000,51.6772,6.0000,0.0000,0.0200,0.1600,0.0000,0.0000
,3248,58134680,000000,"Tortellini, cheese filled, no sauce",10.38,5.5598,36.1499,236,0,46.5399,0,0,0.73,1.5,111,0.86,14,139,21,156,0.78,0.055,18.3998,27,28,8,0,0.12,0,1,0,23,0,0.156,0.179,1.348,0.026,40,0.12,3.8999,1,33,6,63,0,0,32,2.769,0.202,0.068,0.04,0.097,0.122,0.459,1.2548,0.411,1.4018,0.286,0.065,0.003,0.001,0.102,0,0.001,0,0,0,1.589,0.355,30.6990,0.0000,0.0000,0.1100,0.1100,0.0000,0.0000,0.0000,21.2026,10.5597,6.0597,1.3538,1.0907,0.2479,17.5932,61.2710,55.0000,0.0000,0.0000,0.0000,0.0000,30.6990,1.0000,0.0000,0.0000,0.1100,0.0000,0.0000
,3249,58134710,000000,"Tortellini, spinach filled, with tomato sauce",4.71,4.3098,15.9499,120,0,72.79,0,0,1.4599,1.2,55,1.4498,25,80,143,596,0.64,0.103,15.1999,31,83,627,0,0.8,0.2,1,2651,1048,2.2999,0.178,0.143,1.413,0.076,63,0.17,29.8,47.2999,43,21,93,0,0,32,1.233,0.041,0.015,0.002,0.015,0.022,0.08,0.707,0.32,1.5509,0.876,0.076,0.006,0.001,0.061,0,0.009,0,0,0,1.6318,0.961,16.6860,0.0800,0.0000,0.1700,0.1700,0.0000,0.0000,0.1911,32.3235,9.2475,12.2385,7.2075,6.5700,0.5700,15.7000,53.1663,103.0000,0.0000,0.0000,0.0000,0.0000,16.6860,1.0000,0.0000,0.1500,0.1700,0.0000,0.0000
,3250,58134720,000000,"Tortellini, spinach filled, no sauce",9.3498,7.1798,20.62,188,0,61.6599,0,0,0.33,0.9,102,2.0499,19,136,118,185,0.89,0.084,19.3998,76,121,546,0,0.7,0.7,3,0,1087,0.8,0.187,0.302,1.499,0.08,57,0.43,80.2,43.7,28,29,77,0,0,115,2.577,0.096,0.036,0.004,0.037,0.051,0.187,1.4579,0.643,2.532,1.114,0.086,0.051,0.015,0.124,0,0.022,0,0,0.002,2.7109,1.282,32.6430,0.0000,0.0000,0.6400,0.6400,0.0000,0.0000,0.1889,34.3714,12.3367,12.9777,6.1372,5.3330,0.4117,19.8932,43.8723,84.0000,0.0000,0.0000,0.0000,0.0000,32.6430,15.0000,0.0000,0.0600,0.6400,0.0000,0.0000
,3251,58134810,000000,"Cannelloni, cheese  and spinach filled, no sauce",7.1398,6.7199,17.23,158,0,66.56,0,0,0.76,1.2,111,1.8798,28,103,173,599,0.77,0.085,13,45,152,1284,0,0.84,0.2,1,0,2333,2.7999,0.149,0.225,1.145,0.099,61,0.18,28.8998,101.7,20,41,75,0,0,42,2.926,0.17,0.034,0.031,0.067,0.054,0.389,1.573,0.479,2.563,0.479,0.074,0.014,0.004,0.181,0,0.012,0,0,0.001,2.823,0.576,29.8890,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.4511,38.2779,16.6671,16.0804,3.2810,2.7285,0.4215,18.0754,43.6203,85.0000,0.0000,0.0000,0.0000,0.0000,29.8890,4.0000,0.0000,0.2200,0.1500,0.0000,0.0000
,3252,58135110,000000,"Chow fun noodles, with pork and vegetables",7.0899,2.74,11.51,102,0,77.9599,0,0,1.1,0.9,16,0.45,11,71,145,162,0.69,0.04,9.0998,0,6,61,12,0.26,0.1,0,0,74,3.1,0.223,0.11,1.4438,0.151,17,0.15,24.6999,7.9,0,17,17,0,0,17,0.849,0,0,0,0.002,0.002,0.025,0.531,0.266,0.971,0.47,0.061,0.008,0,0.065,0,0.02,0,0,0,1.0649,0.547,0.0000,0.0600,0.0400,0.7200,0.7200,0.0000,0.0000,0.0933,24.1765,7.4912,9.3962,4.8265,4.1471,0.5382,27.8035,45.1373,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3500,0.7200,0.0000,0.0000
,3253,58135120,000000,"Chow fun noodles, with vegetables, meatless",1.56,0.97,14.46,74,0,82.3199,0,0,1.3898,1.1,15,0.29,6,25,73,189,0.22,0.035,2.3999,0,7,77,15,0.28,0,0,0,93,3.7999,0.019,0.053,0.299,0.048,21,0,5.7,9.9,0,21,21,0,0,0,0.164,0,0,0,0,0,0.001,0.109,0.044,0.222,0.421,0.071,0,0,0.002,0,0.002,0,0,0,0.227,0.492,0.0000,0.0700,0.0500,0.0000,0.0000,0.0000,0.0000,0.1156,11.7973,1.9946,2.7608,5.9838,5.1203,0.8635,8.4324,78.1622,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4300,0.0000,0.0000,0.0000
,3254,58136120,000000,"Lo mein, meatless",4.7698,2.35,20.16,121,0,71.3298,0,0,2.6299,1.3,21,1.07,14,45,105,430,0.36,0.064,11.6999,0,9,97,21,0.3,0.1,0,3,112,1.7,0.047,0.124,0.81,0.068,28,0,8.9,12.6999,0,28,28,0,0,0,0.464,0,0,0,0,0,0.003,0.328,0.111,0.575,1.1418,0.145,0.002,0,0.007,0,0.008,0,0,0,0.592,1.2908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,17.4793,3.4512,4.4033,9.6010,8.4927,1.0785,15.7679,66.6446,64.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000
