Action,Food_Item_ID,foodcode,modcode,foodname,All Foods,Beverages,"Breads, cereals, bakery items",Pasta and rice*,Fruits*,Vegetables*,Dairy*,"Meat, poultry, fish, eggs, and soy*",Meals and entrees (mixed dishes),Snacks,Additions to foods**,Fast foods,Sweets and desserts,Recipe Ingredients,,
,,58134613,000000,"Tortellini, meat filled, with tomato sauce, canned",X,,,X,,,,,X,,,,,,,
,,58134620,000000,"Tortellini, cheese filled, meatless, with tomato sauce",X,,,X,,,,,X,,,,,,,
,,58134623,000000,"Tortellini, cheese filled, meatless, with tomato sauce, canned",X,,,X,,,,,X,,,,,,,
,,58134630,000000,"Tortellini, cheese filled, meatless, with vegetables and vinaigrette dressing (Stouffer's Cheese Tortellini Vinaigrette )",X,,,X,,,,,X,,,,,,,
,,58134640,000000,"Tortellini, cheese filled, meatless, with vinaigrette dressing",X,,,X,,,,,X,,,,,,,
,,58134650,000000,"Tortellini, meat filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58134660,000000,"Tortellini, cheese filled, with cream sauce",X,,,X,,,,,X,,,,,,,
,,58134680,000000,"cheese filled tortellini, no sauce",X,,,X,,,,,X,,,,,,,
,,58134710,000000,"Tortellini, spinach filled, with tomato sauce",X,,,X,,,,,X,,,,,,,
,,58134720,000000,"Tortellini, spinach filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58134810,000000,"Cannelloni, cheese  and spinach filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58135110,000000,"Chow fun noodles, with pork and vegetables",X,,,X,,,,,X,,,,,,,
,,58135120,000000,"Chow fun noodles, with vegetables, meatless",X,,,X,,,,,X,,,,,,,
,,58136120,000000,"Lo mein, meatless",X,,,X,,,,,X,,,,,,,
,,58136130,000000,"Lo mein, with shrimp",X,,,X,,,,,X,,,,,,,
,,58136140,000000,"Lo mein, with pork",X,,,X,,,,,X,,,,,,,
,,58136150,000000,"Lo mein, with beef",X,,,X,,,,,X,,,,,,,
,,58136160,000000,"Lo mein, with chicken",X,,,X,,,,,X,,,,,,,
,,58137220,000000,"Pad Thai, meatless",X,,,X,,,,,X,,,,,,,
,,58137230,000000,"Pad Thai, with chicken",X,,,X,,,,,X,,,,,,,
,,58137240,000000,"Pad Thai, with seafood",X,,,X,,,,,X,,,,,,,
,,58137250,000000,"Pad Thai, with beef",X,,,X,,,,,X,,,,,,,
,,58145110,000000,"Macaroni and cheese, made with margarine",X,,,X,,,,,X,,,,,,,
,,58145110,100067,"Macaroni and cheese, made with butter",X,,,X,,,,,X,,,,,,,
,,58145110,201287,"Macaroni and cheese, made without fat",X,,,X,,,,,X,,,,,,,
,,58145110,205484,"Macaroni and cheese, made with vegetable oil ",X,,,X,,,,,X,,,,,,,
,,58145112,000000,"Macaroni and cheese, made from packaged mix",X,,,,,,,,X,,,,,,,
,,58145113,000000,"Macaroni and cheese, canned",X,,,X,,,,,X,,,,,,,
,,58145117,000000,"Macaroni and cheese, Easy Mac type",X,,,,,,,,X,,,,,,,
,,58145119,000000,"Macaroni and cheese, made from packaged mix, reduced fat",X,,,,,,,,X,,,,,,,
,,58145120,000000,"Macaroni and cheese, with tuna (Tuna Helper)",X,,,X,,,,,X,,,,,,,
,,58145130,000000,"Macaroni and cheese, with beef (Hamburger Helper)",X,,,X,,,,,X,,,,,,,
,,58145140,000000,"Macaroni and cheese, with tomato",X,,,X,,,,,X,,,,,,,
,,58145150,000000,"Macaroni and cheese, with pork or ham",X,,,X,,,,,X,,,,,,,
,,58145160,000000,"Macaroni and cheese, with hotdogs",X,,,X,,,,,X,,,,,,,
,,58145170,000000,"Macaroni and cheese, made with egg and margarine",X,,,X,,,,,X,,,,,,,
,,58145170,205041,"Macaroni and cheese, made with egg and butter",X,,,X,,,,,X,,,,,,,
,,58145170,205124,"Macaroni and cheese, made with egg, without fat",X,,,X,,,,,X,,,,,,,
,,58145170,205266,"Macaroni and cheese, made with egg and vegetable oil ",X,,,X,,,,,X,,,,,,,
,,58145190,000000,"Macaroni and cheese, with chicken",X,,,X,,,,,X,,,,,,,
,,58146100,000000,"Pasta with tomato sauce, meatless",X,,,X,,,,,X,,,,,,,
,,58146110,000000,Pasta with meat sauce,X,,,X,,,,,X,,,,,,,
,,58146120,000000,Pasta with cheese and meat sauce (Cannelloni) ,X,,,X,,,,,X,,,,,,,
,,58146130,000000,Pasta with carbonara sauce,X,,,X,,,,,X,,,,,,,
,,58146150,000000,"Pasta with cheese and tomato sauce, meatless",X,,,X,,,,,X,,,,,,,
,,58146160,000000,"Pasta with vegetables, no sauce or dressing",X,,,X,,,,,X,,,,,,,
,,58146200,000000,"Pasta, meat-filled, with gravy, canned (Chef Boyardee Mini Chicken Ravioli)",X,,,X,,,,,X,,,,,,,
,,58146300,000000,"Pasta, whole wheat, with meat sauce",X,,,X,,,,,X,,,,,,,
,,58146310,000000,"Pasta, whole wheat, with tomato sauce, meatless",X,,,X,,,,,X,,,,,,,
,,58147100,000000,Pasta with pesto sauce,X,,,X,,,,,X,,,,,,,
,,58147110,000000,Macaroni or noodles with beans or lentils and tomato sauce,X,,,X,,,,,X,,,,,,,
,,58147310,000000,"Macaroni, creamed, made with margarine",X,,,X,,,,,X,,,,,,,
,,58147310,200861,"Macaroni, creamed, made with butter",X,,,X,,,,,X,,,,,,,
,,58147310,205583,"Macaroni, creamed, made with sour cream",X,,,X,,,,,X,,,,,,,
,,58147310,205612,"Macaroni, creamed,without fat",X,,,X,,,,,,,,,,,,
,,58147310,206280,"Macaroni, creamed, made with vegetable oil ",X,,,X,,,,,X,,,,,,,
,,58147330,000000,"Macaroni, creamed, with cheese, made with margarine (Fettucine Alfredo)",X,,,X,,,,,X,,,,,,,
,,58147330,101093,"Macaroni, creamed, with cheese, made with butter (Fettucine Alfredo)",X,,,X,,,,,X,,,,,,,
,,58147330,205414,"Macaroni, creamed, with cheese, made with vegetable oil (Fettucine Alfredo)",X,,,X,,,,,X,,,,,,,
,,58147330,205708,"Macaroni, creamed, with cheese, made without fat (Fettucine Alfredo)",X,,,X,,,,,X,,,,,,,
,,58147340,000000,"Fettucina alfredo, with tuna (Tuna Helper)",X,,,,X,,,,X,,,,,,,
,,58147350,000000,"Macaroni, creamed, with vegetables",X,,,X,,,,,X,,,,,,,
,,58147350,207012,"Macaroni, creamed, with vegetables, made without fat",X,,,X,,,,,,,,,,,,
,,58147510,000000,"Pasta, beef or chicken flavored, made with margarine (Lipton)",X,,,X,,,,,,,,,,,,
,,58147510,202009,"Pasta, beef or chicken flavored, made with butter (Lipton)",X,,,X,,,,,,,,,,,,
,,58147510,205465,"Pasta, beef or chicken flavored, made without fat (Lipton)",X,,,X,,,,,,,,,,,,
,,58147510,205914,"Pasta, beef or chicken flavored, made with vegetable oil (Lipton)",X,,,X,,,,,,,,,,,,
,,58148110,000000,"Pasta salad (macaroni salad), made with mayonnaise  ",X,,,X,,,,,,,,,,,,
,,58148111,000000,"Pasta salad (macaroni salad), made with light mayonnaise",X,,,,,,,,X,,,,,,,
,,58148112,000000,"Pasta salad (macaroni salad), made with mayonnaise-type salad dressing (Miracle Whip)",X,,,,,,,,X,,,,,,,
,,58148113,000000,"Pasta salad (macaroni salad), made with low calorie dressing (Miracle Whip Light)",X,,,,,,,,X,,,,,,,
,,58148114,000000,"Pasta salad (macaroni salad), made with Italian dressing",X,,,,,,,,X,,,,,,,
,,58148115,000000,"Pasta salad (macaroni salad), made with light Italian dressing",X,,,,,,,,X,,,,,,,
,,58148116,000000,"Pasta salad (macaroni salad), made with creamy dressing",X,,,,,,,,X,,,,,,,
,,58148117,000000,"Pasta salad (macaroni salad), made with light creamy dressing",X,,,,,,,,X,,,,,,,
,,58148118,000000,"Pasta salad (macaroni salad), made with fat free dressing (Fat Free Miracle Whip)",X,,,,,,,,X,,,,,,,
,,58148120,000000,"Pasta salad (macaroni salad), with egg, made with mayonnaise  ",X,,,X,,,,,,,,,,,,
,,58148120,101354,"Pasta salad (macaroni salad), with egg, made with light mayonnaise",X,,,X,,,,,,,,,,,,
,,58148120,202619,"Pasta salad (macaroni salad), with egg, made with low calorie dressing (Miracle Whip Light)",X,,,X,,,,,,,,,,,,
,,58148120,205747,"Pasta salad (macaroni salad), with egg, made with mayonnaise-type dressing (Miracle Whip)",X,,,X,,,,,,,,,,,,
,,58148130,000000,"Pasta salad (macaroni salad), with tuna, made with mayonnaise ",X,,,X,,,,,X,,,,,,,
,,58148130,101228,"Pasta salad (macaroni salad), with tuna, made with light mayonnaise",X,,,X,,,,,X,,,,,,,
,,58148130,202491,"Pasta salad (macaroni salad), with tuna, with low calorie dressing (Miracle Whip Light)",X,,,X,,,,,X,,,,,,,
,,58148130,205741,"Pasta salad (macaroni salad), with tuna, made with mayonnaise-type dressing (Miracle Whip)",X,,,X,,,,,X,,,,,,,
,,58148140,000000,"Pasta salad (macaroni salad), with crab",X,,,X,,,,,X,,,,,,,
,,58148150,000000,"Pasta salad (macaroni salad), with shrimp",X,,,X,,,,,X,,,,,,,
,,58148160,000000,"Pasta salad (macaroni salad), with tuna and egg",X,,,X,,,,,X,,,,,,,
,,58148170,000000,"Pasta salad (macaroni salad), with chicken",X,,,X,,,,,X,,,,,,,
,,58148180,000000,"Pasta salad (macaroni salad), with cheese, made with mayonnaise",X,,,X,,,,,,,,,,,,
,,58148180,205650,"Pasta salad (macaroni salad), with cheese, made with Italian dressing",X,,,X,,,,,,,,,,,,
,,58148550,000000,"Pasta salad (macaroni salad), with ham, made with italian dressing",X,,,X,,,,,X,,,,,,,
,,58148550,206754,"Pasta salad (macaroni salad), with ham, made with mayonnaise",X,,,X,,,,,X,,,,,,,
,,58149110,000000,Noodle pudding,X,,,X,,,,,,,,,X,,,
,,58149210,000000,"Somen salad with noodles, lettuce, egg, fish, and pork",X,,,X,,,,,X,,,,,,,
,,58150100,000000,Bibimbap (Korean rice dish),X,,,,,,,,X,,,,,,,
,,58150110,000000,"Fried rice, meatless",X,,,X,,,,,X,,,,,,,
,,58150320,000000,"Fried rice, with chicken",X,,,X,,,,,X,,,,,,,
,,58150330,000000,"Fried rice, with pork",X,,,X,,,,,X,,,,,,,
,,58150340,000000,"Fried rice, with beef",X,,,X,,,,,X,,,,,,,
,,58150510,000000,"Fried rice, with shrimp",X,,,X,,,,,X,,,,,,,
,,58150520,000000,Tteokbokki (dukboki) (Korean soft rice cakes in sauce),X,,,,,,,,X,,,,,,,
,,58151110,000000,"Sushi, without vegetables or seafood",X,,,X,,,,,,X,,,,,,
,,58151120,000000,"Sushi, with vegetables, no seafood",X,,,X,,,,,X,X,,,,,,
,,58151130,000000,"Sushi, with vegetables and seafood",X,,,X,,,,,X,X,,,,,,
,,58151140,000000,"Sushi, with vegetables, rolled in seaweed",X,,,X,,,,,X,X,,,,,,
,,58151150,000000,"Sushi, with seafood, no vegetables",X,,,X,,,,,X,X,,,,,,
,,58151160,000000,"Sushi, with egg, no vegetables or seafood, rolled in seaweed",X,,,X,,,,,X,X,,,,,,
,,58155310,000000,"Paella with meat, Spanish style",X,,,X,,,,X,X,,,,,,,
,,58155320,000000,"Paella with seafood, Puerto Rican style",X,,,X,,,,X,X,,,,,,,
,,58156610,000000,Pigeon pea asopao ,X,,,X,,,,,X,,,,,,,
,,58160000,000000,Vegetable biryani,X,,,,,,,,X,,,,,,,
,,58160110,000000,"Rice and beans, cooked with margarine",X,,,X,,X,,,X,,,,,,,
,,58160110,202997,"Rice and beans, cooked without fat",X,,,X,,X,,,X,,,,,,,
,,58160110,203294,"Rice and beans, cooked with butter",X,,,X,,X,,,X,,,,,,,
,,58160110,204880,"Rice and beans, cooked with vegetable oil ",X,,,X,,X,,,X,,,,,,,
,,58160110,206069,"Rice and beans, cooked with animal fat",X,,,,,,,,X,,,,,,,
,,58160110,207646,"Rice and beans, cooked with shortening",X,,,,,,,,X,,,,,,,
,,58160120,205046,"Rice and beans, with tomatoes, cooked with vegetable oil ",X,,,X,,X,,,X,,,,,,,
,,58160120,205830,"Rice and beans, with tomatoes, cooked without fat",X,,,X,,X,,,X,,,,,,,
,,58160120,207230,"Rice and beans, with tomatoes, cooked with animal fat",X,,,,,,,,X,,,,,,,
,,58160130,000000,"Rice and beans, with chicken, cooked with vegetable oil",X,,,,,,,,X,,,,,,,
,,58160135,000000,"Rice and beans, with beef, cooked with vegetable oil",X,,,,,,,,X,,,,,,,
,,58160140,000000,"Rice and beans, with pork, cooked with vegetable oil",X,,,,,,,,X,,,,,,,
,,58160140,206858,"Rice and beans, with pork, cooked without fat",X,,,X,,X,,X,X,,,,,,,
,,58160140,207149,"Rice and beans, with pork, cooked with animal fat",X,,,,,,,,X,,,,,,,
,,58160150,000000,"Red beans and rice, cooked with vegetable oil ",X,,,,,,,,X,,,,,,,
,,58160150,203010,"Red beans and rice, cooked without fat",X,,,X,,X,,,X,,,,,,,
,,58160160,000000,Hopping John (blackeye peas and rice),X,,,X,,X,,,X,,,,,,,
,,58160202,000000,"Rice and vegetables, no sauce, cooked without fat",X,,,X,,X,,,,,,,,,,
,,58160204,000000,"Rice and vegetables, no sauce, cooked with margarine",X,,,X,,X,,,,,,,,,,
,,58160220,000000,"Rice and vegetables, in a tomato-based sauce",X,,,X,,X,,,,,,,,,,
,,58160805,000000,"Rice with lentils, white rice, cooked with vegetable oil",X,,,,,,,,X,,,,,,,
,,58160810,000000,"Rice with lentils, white rice, no fat added",X,,,,,,,,X,,,,,,,
,,58161110,000000,Rice casserole with cheese,X,,,X,,,,,X,,,,,,,
,,58161120,000000,Brown rice casserole with cheese,X,,,X,,,,,X,,,,,,,
,,58161200,000000,"Rice, cooked with coconut milk ",X,,,X,,,,,,,,,,,,
,,58161300,000000,"Rice and tomato sauce, cooked with margarine",X,,,X,,,,,,,,,,,,
,,58161300,100214,"Rice and tomato sauce, cooked without fat ",X,,,X,,,,,,,,,,,,
,,58161300,200211,"Rice and tomato sauce, cooked with vegetable oil",X,,,X,,,,,,,,,,,,
,,58161310,203490,"Rice, brown with tomato sauce, cooked without fat ",X,,,X,,,,,,,,,,,,
,,58161310,203773,"Rice, brown with tomato sauce, cooked with vegetable oil",X,,,X,,,,,,,,,,,,
,,58161320,000000,"Brown rice and beans, cooked with vegetable oil",X,,,,,,,,X,,,,,,,
,,58161320,207527,"Brown rice and beans, cooked without fat",X,,,,,,,,X,,,,,,,
,,58161325,000000,"Brown rice and beans, with tomatoes, cooked with vegetable oil",X,,,,,,,,X,,,,,,,
,,58161325,207605,"Brown rice and beans, with tomatoes, cooked without fat",X,,,,,,,,X,,,,,,,
,,58161402,000000,"Rice, brown with vegetables, no sauce, cooked without fat",X,,,X,,X,,,,,,,,,,
,,58161404,000000,"Rice, brown with vegetables, no sauce, cooked with margarine",X,,,X,,X,,,,,,,,,,
,,58161510,000000,Grape leaves stuffed with rice,X,,,X,,,,,,,,,,,,
,,58161710,000000,Rice croquette,X,,,X,,,,,,,,,,,,
,,58162090,000000,"Stuffed pepper, with meat",X,,,,,X,,,X,,,,,,,
,,58162110,000000,"Stuffed pepper, with rice and meat",X,,,X,,X,,,X,,,,,,,
,,58162120,000000,"Stuffed pepper, with rice, meatless",X,,,X,,X,,,X,,,,,,,
,,58162310,000000,"Rice pilaf, cooked with vegetable oil",X,,,X,,,,,,,,,,,,
,,58162310,100991,"Rice pilaf, cooked without fat",X,,,,,,,,,,,,,,,
,,58163130,000000,"Dirty rice, cooked with butter",X,,,X,,,,,,,,,,,,
,,58163130,205412,"Dirty rice, cooked with vegetable oil ",X,,,X,,,,,,,,,,,,
,,58163130,206554,"Dirty rice, cooked without fat",X,,,,,,,,,,,,,,,
,,58163310,000000,"Flavored rice mix, cooked with margarine (Uncle Ben's)",X,,,X,,,,,,,,,,,,
,,58163310,203023,"Flavored rice mix, cooked without fat (Uncle Ben's)",X,,,X,,,,,,,,,,,,
,,58163330,000000,"Flavored rice mix with cheese (rice au gratin), cooked with margarine",X,,,X,,,,,,,,,,,,
,,58163330,204859,"Flavored rice mix with cheese (rice au gratin), cooked without fat",X,,,X,,,,,,,,,,,,
,,58163360,000000,"Flavored rice mix, brown and wild, cooked with margarine",X,,,,,,,,,,,,,,,
,,58163360,202875,"Flavored rice mix, brown and wild, cooked without fat",X,,,,,,,,,,,,,,,
,,58163380,000000,"Flavored rice and pasta mix, cooked with margarine (Rice-a-roni, Lipton)",X,,,X,,,,,,,,,,,,
,,58163380,100105,"Flavored rice and pasta mix, cooked with butter (Rice-a-roni, Lipton)",X,,,X,,,,,,,,,,,,
,,58163380,202867,"Flavored rice and pasta mix, cooked without fat (Rice-a-roni, Lipton)",X,,,X,,,,,,,,,,,,
,,58163380,205154,"Flavored rice and pasta mix, cooked with vegetable oil (Rice-a-roni, Lipton)",X,,,X,,,,,,,,,,,,
,,58163400,000000,"Flavored rice and pasta mix, reduced sodium, cooked with margarine (Rice-a-roni, Lipton)",X,,,,,,,,,,,,,,,
,,58163410,000000,"Spanish rice, cooked with vegetable oil",X,,,X,,,,,,,,,,,,
,,58163410,203507,"Spanish rice, cooked with margarine",X,,,X,,,,,,,,,,,,
,,58163410,205114,"Spanish rice, cooked with butter",X,,,X,,,,,,,,,,,,
,,58163420,000000,"Spanish rice, no fat added",X,,,,,,,,,,,,,,,
,,58163450,000000,"Spanish rice, with ground beef",X,,,,,,,,X,,,,,,,
,,58175110,000000,Tabbouleh (bulgar with tomatoes and parsley),X,,,X,,,,,,,,,,,,
,,58200100,000000,"Wrap sandwich, filled with chicken, vegetables, and rice",X,,,,,,,X,X,,,,,,,
,,58200200,000000,"Wrap sandwich, filled with vegetables and rice (vegetarian wrap)",X,,,,,X,,,X,,,,,,,
,,58200250,000000,"Wrap sandwich, filled with vegetables (vegetarian wrap)",X,,,,,X,,,X,,,,,,,
,,58200300,000000,"Wrap sandwich, filled with chicken, vegetables, rice, and cheese",X,,,,,,,X,X,,,,,,,
,,58301020,000000,Lasagna with cheese and sauce (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58301050,000000,Lasagna with cheese and meat sauce (diet frozen meal),X,,,,,,,,X,,,,,,,
,,58301080,000000,"Lasagna with cheese and meat sauce, reduced fat and sodium (diet frozen meal)",X,,,,,,,,X,,,,,,,
,,58301110,000000,Vegetable lasagna (frozen meal),X,,,X,,,,,X,,,,,,,
,,58301150,000000,Zucchini lasagna (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58302000,000000,Macaroni and cheese (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58302050,000000,Beef and noodles with meat sauce and cheese (diet frozen meal),X,,,,,,,,X,,,,,,,
,,58302060,000000,"Spaghetti with beef in tomato-based sauce, lowfat, reduced sodium (diet frozen meal)",X,,,X,,,,,X,,,,,,,
,,58302080,000000,Noodles with vegetables in tomato-based sauce (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58303100,000000,"Rice, with broccoli, cheese sauce (frozen side dish)",X,,,X,,,,,,,,,,,,
,,58304020,000000,"Spaghetti and meatballs with tomato sauce, sliced apples, bread (frozen meal)",X,,,,,,,,X,,,,,,,
,,58304050,000000,Spaghetti with meat and mushroom sauce (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58304060,000000,Spaghetti with meat sauce (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58304200,000000,"Ravioli, cheese-filled, with tomato sauce (diet frozen meal)",X,,,X,,,,,X,,,,,,,
,,58304220,000000,Rigatoni with meat sauce and cheese (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58304230,000000,"Ravioli, cheese-filled, with vegetable and fruit (frozen meal)",X,,,X,,,,,X,,,,,,,
,,58304250,000000,"Manicotti, cheese-filled, with tomato sauce (diet frozen meal)",X,,,,,,,,X,,,,,,,
,,58304300,000000,"Cannelloni, cheese-filled, with tomato sauce (diet frozen meal)",X,,,,,,,,X,,,,,,,
,,58304400,000000,Linguini with vegetables and seafood in white wine sauce (diet frozen meal),X,,,,,,,,X,,,,,,,
,,58305250,000000,Pasta with vegetable and cheese sauce (diet frozen meal),X,,,X,,,,,X,,,,,,,
,,58306020,000000,"Beef enchilada, chili gravy, rice, refried beans (frozen meal)",X,,,,,,,,X,,,,,,,
,,58306070,000000,Cheese enchilada (frozen meal),X,,,,,,,,X,,,,,,,
,,58306100,000000,Chicken enchilada (diet frozen meal),X,,,,,,,,X,,,,,,,
,,58306200,000000,Chicken fajitas (diet frozen meal),X,,,,,,,,X,,,,,,,
,,58306500,000000,Chicken burritos (diet frozen meal),X,,,,,,,,X,,,,,,,
,,58310210,000000,Sausage and french toast (frozen meal),X,,,,,,,,X,,,,,,,
,,58310310,000000,Pancakes and sausage (frozen meal),X,,,,,,,,X,,,,,,,
,,58401010,000000,Barley soup,X,,,,,,,,X,,,,,,,
,,58402010,000000,Beef noodle soup,X,,,X,,,,,X,,,,,,,
,,58402020,000000,"Beef dumpling soup, homemade",X,,,,,,,,X,,,,,,,
,,58402030,000000,Beef rice soup,X,,,X,,,,,X,,,,,,,
,,58402100,000000,"Beef noodle soup, home recipe",X,,,X,,,,,X,,,,,,,
,,58403010,000000,Chicken noodle soup,X,,,X,,,,,X,,,,,,,
,,58403030,000000,"Chicken noodle soup, canned, low sodium, ready-to-serve",X,,,X,,,,,X,,,,,,,
,,58403040,000000,"Chicken noodle soup, home recipe",X,,,X,,,,,X,,,,,,,
,,58403050,000000,"Chicken noodle soup, cream of",X,,,X,,,,,X,,,,,,,
,,58403060,000000,"Chicken noodle soup, canned, reduced sodium, ready-to-serve",X,,,X,,,,,X,,,,,,,
,,58404010,000000,Chicken rice soup,X,,,X,,,,,X,,,,,,,
,,58404030,000000,"Chicken or turkey rice soup, home recipe",X,,,X,,,,,X,,,,,,,
,,58404040,000000,"Chicken rice soup, canned, reduced sodium, prepared with water or ready-to-serve",X,,,X,,,,,X,,,,,,,
,,58404050,000000,"Turkey and rice soup, canned, reduced sodium, prepared with milk",X,,,,,,,,X,,,,,,,
,,58404500,000000,Matzo ball soup,X,,,X,,,,,X,,,,,,,
,,58404510,000000,Chicken soup with dumplings and potatoes,X,,,X,,,,,X,,,,,,,
,,58404520,000000,Chicken soup with dumplings,X,,,X,,,,,X,,,,,,,
,,58406010,000000,Turkey noodle soup,X,,,X,,,,,X,,,,,,,
,,58406020,000000,"Turkey noodle soup, home recipe",X,,,X,,,,,X,,,,,,,
,,58407010,000000,"Noodle soup, instant",X,,,,,,,,X,,,,,,,
,,58407030,000000,Ramen noodles,X,,,X,,,,,X,,,,,,,
,,58407035,000000,"Soup, mostly noodles, reduced fat, reduced sodium (Ramen)",X,,,X,,,,,X,,,,,,,
,,58407050,000000,"Noodle soup, instant, with egg, shrimp or chicken",X,,,,,,,,X,,,,,,,
,,58408010,000000,Won ton (wonton) soup,X,,,X,,,,,X,,,,,,,
,,58408500,000000,"Noodle soup with vegetables, Asian style",X,,,X,,,,,X,,,,,,,
,,58409000,000000,"Fish ball noodle soup, with shrimp and Chinese broccoli",X,,,,,,,,X,,,,,,,
,,58421080,000000,"Tortilla soup, Mexican style ",X,,,,,,,,X,,,,,,,
,,59999998,000000,dry quinoa,X,,,,,,,,,,,,,X,,
,,59999999,000000,cooked quinoa,X,,X,,,,,,,,,,,,,
,,61100500,000000,"Calamondin, raw",X,,,,X,,,,,,,,,X,,
,,61101010,000000,grapefruit,X,,,,X,,,,,,,,,X,,
,,61101220,000000,"Grapefruit, canned or frozen, unsweetened",X,,,,X,,,,,,,,,X,,
,,61101230,000000,"Grapefruit, canned or frozen, in light syrup",X,,,,X,,,,,,,,,X,,
,,61104010,000000,"Grapefruit and orange sections, raw",X,,,,X,,,,,,,,,X,,
,,61104220,000000,"Grapefruit & orange sections, cooked, canned, or frozen, unsweetened",X,,,,X,,,,,,,,,X,,
,,61104230,000000,"Grapefruit & orange sections, cooked, canned, or frozen, in light syrup",X,,,,X,,,,,,,,,X,,
,,61110010,000000,"Kumquats, raw",X,,,,X,,,,,,,,,X,,
,,61110230,000000,"Kumquats, cooked or canned, in syrup",X,,,,X,,,,,,,,,X,,
,,61113010,000000,lemon,X,,,,X,,,,,,,,,X,,
,,61113020,000000,Lemon peel ,X,,,,X,,,,,,,,,X,,
,,61113500,000000,Lemon pie filling,X,,,,X,,,,,,,,X,X,,
,,61116010,000000,lime,X,,,,X,,,,,,,,,X,,
,,61116050,000000,Lime peel,X,,,,X,,,,,,X,,,X,,
,,61119010,000000,orange,X,,,,X,,,,,,,,,X,,
,,61119020,000000,"Oranges, sections, canned, juice pack",X,,,,X,,,,,,,,,X,,
,,61119100,000000,orange peel,X,,,,X,,,,,,,,,X,,
,,61122320,000000,"Oranges, mandarin, canned or frozen, juice pack",X,,,,X,,,,,,,,,X,,
,,61122330,000000,"Oranges, mandarin, canned or frozen, in light syrup",X,,,,X,,,,,,,,,X,,
,,61122350,000000,"Mandarin oranges, canned, drained",X,,,,X,,,,,,,,,X,,
,,61125000,000000,"Tangelos, raw",X,,,,X,,,,,,,,,X,,
,,61125010,000000,"Tangerine, raw",X,,,,X,,,,,,,,,X,,
,,61201010,000000,grapefruit juice,X,X,,,X,,,,,,,,,X,,
,,61201220,000000,"Grapefruit juice, canned, bottled or in a carton",X,X,,,X,,,,,,,,,X,,
,,61201620,000000,"frozen grapefruit juice, reconstituted with water",X,X,,,X,,,,,,,,,,,
,,61204010,000000,"Lemon juice, freshly squeezed",X,,,,X,,,,,,X,,,X,,
,,61204200,000000,"Lemon juice, canned or bottled",X,,,,X,,,,,,X,,,X,,
,,61204600,000000,frozen lemon juice,X,,,,X,,,,,,X,,,X,,
,,61207010,000000,"Lime juice, freshly squeezed",X,,,,X,,,,,,X,,,X,,
